z,mass,mass_err,SFR,sSFR,Z_Mannucci,Z_Dopita,deltaZ,Z_R23,Z_NHa,q,surf_bright,HaHb,bdec_frac_err,logR23,logNHa,OIII/OII,NII/OII,OIII/SII,NII/SII,Hbeta_ratio,Hdelta_eqw,D4000,vdisp,A_v
0.099,11.031,0.186,0.044,-10.987,9.106,9.274,0.168,9.106,0.000,7.463,19.471,4.638,0.050,0.235,-0.305,-0.763,0.023,-0.459,0.327,1.287,3.566,1.355,101.869,0.931
0.093,10.279,0.183,0.115,-10.164,8.903,8.983,0.080,8.918,8.888,7.083,20.586,4.477,0.029,0.526,-0.545,-0.842,-0.543,-0.329,-0.030,0.353,6.441,1.195,46.504,2.118
0.094,10.289,0.189,-0.189,-10.479,9.070,9.188,0.118,9.070,0.000,7.433,20.099,3.927,0.040,0.299,-0.309,-0.758,-0.068,-0.507,0.183,0.645,3.319,1.314,107.841,0.628
0.099,9.950,0.167,-0.103,-10.052,8.969,9.075,0.106,8.987,8.951,7.102,20.795,4.108,0.037,0.433,-0.484,-0.918,-0.393,-0.478,0.047,0.397,5.448,1.166,80.738,1.488
0.094,10.202,0.191,0.049,-10.153,8.986,9.063,0.077,9.049,8.923,7.223,20.184,4.414,0.045,0.335,-0.511,-0.834,-0.317,-0.486,0.031,0.518,4.442,1.250,117.863,1.203
0.102,10.624,0.194,0.318,-10.306,8.991,9.157,0.166,9.039,8.943,7.113,20.300,6.129,0.060,0.352,-0.492,-0.950,-0.318,-0.486,0.146,0.733,3.482,1.253,117.276,1.908
0.095,10.208,0.193,-0.376,-10.584,8.973,9.001,0.028,8.969,8.978,7.157,20.452,4.116,0.061,0.459,-0.460,-0.859,-0.393,-0.516,-0.050,0.830,4.733,1.294,88.928,1.329
0.103,10.413,0.172,0.006,-10.408,9.022,9.149,0.127,9.105,8.939,7.194,20.456,4.996,0.057,0.235,-0.495,-0.912,-0.221,-0.576,0.116,0.788,2.826,1.272,78.495,1.676
0.099,10.183,0.238,-0.025,-10.208,9.131,9.229,0.097,9.131,0.000,7.295,20.253,4.001,0.033,0.185,-0.366,-0.870,-0.031,-0.628,0.211,0.446,5.552,1.190,48.854,1.431
0.100,10.111,0.172,-0.534,-10.644,8.949,9.000,0.051,8.998,8.899,7.149,21.071,4.489,0.104,0.417,-0.534,-0.852,-0.420,-0.474,-0.042,0.747,3.186,1.252,17.291,0.467
0.097,10.188,0.168,-0.554,-10.743,9.022,9.149,0.127,9.081,8.963,7.175,20.720,3.846,0.063,0.281,-0.473,-0.928,-0.232,-0.582,0.114,0.879,4.007,1.239,51.840,0.120
0.096,10.544,0.187,-0.387,-10.931,8.928,9.172,0.244,8.928,0.000,7.099,20.501,4.797,0.107,0.514,-0.351,-0.943,-0.355,-0.402,0.186,1.752,2.441,1.330,99.026,0.617
0.094,10.250,0.175,-0.602,-10.851,9.001,9.039,0.038,9.056,8.946,7.113,20.893,3.731,0.062,0.324,-0.489,-0.955,-0.309,-0.688,-0.042,0.731,5.543,1.265,65.560,0.620
0.092,9.977,0.173,-0.459,-10.437,8.954,9.022,0.068,9.006,8.902,7.137,20.747,3.636,0.044,0.405,-0.531,-0.868,-0.415,-0.468,-0.015,0.519,6.718,1.220,82.379,0.586
0.148,10.918,0.193,0.093,-10.825,9.024,9.194,0.170,9.130,8.919,7.318,20.339,4.484,0.075,0.188,-0.515,-0.815,-0.165,-0.444,0.207,0.920,2.056,1.336,113.880,0.449
0.097,10.296,0.178,-0.254,-10.550,9.108,9.194,0.086,9.169,9.048,7.656,20.502,3.497,0.032,0.107,-0.405,-0.652,0.060,-0.525,0.187,0.391,5.597,1.148,84.237,0.457
0.098,10.545,0.191,-0.072,-10.618,9.093,9.203,0.110,9.093,0.000,7.421,19.993,4.146,0.041,0.258,-0.322,-0.776,-0.034,-0.548,0.194,0.704,4.259,1.302,92.534,0.632
0.094,10.303,0.198,-0.650,-10.953,8.959,9.065,0.107,8.927,8.990,7.369,21.012,4.127,0.091,0.515,-0.450,-0.647,-0.400,-0.138,0.110,0.647,3.017,1.385,94.426,1.022
0.098,10.194,0.165,-0.190,-10.384,8.996,9.094,0.098,9.036,8.956,7.166,20.337,3.891,0.037,0.357,-0.479,-0.895,-0.315,-0.519,0.061,0.605,5.860,1.154,73.887,1.451
0.098,9.806,0.200,-0.174,-9.980,8.800,8.836,0.036,8.782,8.818,7.349,20.839,3.869,0.037,0.672,-0.621,-0.473,-0.679,0.119,-0.086,0.406,5.639,1.134,106.521,1.273
0.096,10.302,0.218,-0.120,-10.423,8.971,9.123,0.152,8.971,0.000,7.211,20.328,3.772,0.034,0.456,-0.377,-0.858,-0.297,-0.449,0.113,0.390,4.778,1.267,91.096,1.029
0.098,10.319,0.180,-0.086,-10.405,9.101,9.282,0.181,9.101,0.000,7.183,20.550,4.579,0.045,0.243,-0.350,-0.972,-0.086,-0.583,0.304,0.589,4.896,1.269,49.721,1.607
0.096,10.538,0.191,-0.175,-10.713,9.095,9.245,0.150,9.209,8.981,7.579,19.972,4.109,0.039,0.019,-0.457,-0.704,0.105,-0.556,0.252,0.708,4.378,1.324,89.554,0.667
0.175,10.946,0.197,0.717,-10.229,9.064,9.232,0.168,9.064,0.000,7.477,20.278,5.176,0.049,0.311,-0.389,-0.697,-0.153,-0.220,0.324,0.618,5.523,1.343,147.297,1.210
0.099,10.324,0.191,0.064,-10.260,9.088,9.241,0.153,9.175,9.000,7.137,20.420,4.616,0.037,0.094,-0.442,-1.028,-0.033,-0.811,0.183,0.492,3.765,1.222,71.172,1.521
0.098,10.057,0.179,-0.336,-10.394,9.021,9.084,0.064,9.056,8.985,7.256,20.744,3.709,0.044,0.324,-0.454,-0.837,-0.246,-0.548,0.043,0.485,4.744,1.222,49.312,0.953
0.097,10.213,0.183,-0.278,-10.491,9.015,9.167,0.152,9.075,8.956,7.117,20.752,4.359,0.054,0.292,-0.480,-0.979,-0.254,-0.590,0.134,0.525,4.994,1.246,65.976,1.289
0.106,10.446,0.193,-0.493,-10.939,8.938,9.122,0.184,8.916,8.960,6.917,20.954,4.900,0.140,0.529,-0.476,-1.071,-0.512,-0.447,0.112,1.843,3.827,1.267,68.807,0.987
0.106,10.471,0.191,-0.081,-10.552,8.989,9.115,0.125,9.064,8.915,7.104,20.420,4.648,0.055,0.310,-0.519,-0.958,-0.322,-0.559,0.077,0.834,4.335,1.261,74.595,1.447
0.114,10.511,0.201,-0.074,-10.585,9.110,9.243,0.133,9.234,8.986,7.751,20.511,5.146,0.100,-0.043,-0.453,-0.627,0.090,-0.433,0.283,0.759,2.688,1.340,112.549,1.100
0.072,9.722,0.243,-0.135,-9.857,8.860,8.879,0.019,8.859,8.861,7.208,20.174,3.652,0.020,0.596,-0.573,-0.661,-0.602,-0.156,-0.097,0.254,5.427,1.146,43.938,0.729
0.174,11.045,0.183,0.519,-10.526,9.046,9.199,0.153,9.078,9.014,7.512,20.201,4.850,0.057,0.285,-0.430,-0.675,-0.143,-0.276,0.256,0.741,4.208,1.312,100.944,1.091
0.090,10.086,0.194,-0.432,-10.518,8.933,8.945,0.012,8.939,8.926,7.098,20.600,3.755,0.056,0.499,-0.508,-0.877,-0.466,-0.520,-0.109,0.381,2.932,1.285,0.000,0.344
0.175,10.842,0.190,0.712,-10.130,9.038,9.255,0.216,9.082,8.995,7.096,19.988,4.936,0.049,0.278,-0.446,-1.025,-0.202,-0.556,0.268,0.776,4.031,1.310,99.648,1.080
0.096,10.230,0.178,0.008,-10.222,9.100,9.228,0.128,9.136,9.063,7.396,20.156,4.579,0.039,0.176,-0.395,-0.794,-0.025,-0.537,0.232,0.530,5.167,1.231,79.546,0.435
0.177,10.623,0.203,0.240,-10.383,9.043,9.293,0.249,9.045,9.041,6.769,20.879,4.634,0.086,0.342,-0.410,-1.389,-0.322,-0.808,0.258,0.860,4.333,1.323,86.989,0.242
0.072,10.370,0.188,-0.374,-10.743,9.056,9.158,0.102,9.093,9.019,7.383,19.849,4.390,0.050,0.258,-0.427,-0.769,-0.146,-0.473,0.150,0.648,0.774,1.449,86.948,0.640
0.074,10.383,0.180,0.178,-10.204,9.054,9.215,0.162,9.038,9.069,7.159,19.239,4.028,0.024,0.354,-0.391,-0.945,-0.229,-0.490,0.226,0.458,4.577,1.200,89.971,1.123
0.119,9.792,0.236,0.153,-9.639,8.964,9.051,0.087,8.954,8.974,7.256,20.661,3.897,0.036,0.479,-0.464,-0.749,-0.390,-0.303,0.057,0.250,5.354,1.152,88.250,0.404
0.124,10.082,0.347,0.655,-9.427,8.860,8.951,0.091,8.846,8.874,7.264,19.765,3.643,0.020,0.610,-0.560,-0.609,-0.587,-0.021,0.001,0.186,5.360,1.090,106.151,0.536
0.153,10.798,0.200,0.579,-10.219,9.040,9.221,0.182,9.099,8.981,7.155,19.828,4.547,0.043,0.247,-0.458,-0.965,-0.193,-0.553,0.219,0.548,3.822,1.228,125.989,0.941
0.082,9.981,0.165,-0.498,-10.479,8.927,9.001,0.074,8.887,8.967,7.120,20.346,3.552,0.046,0.563,-0.470,-0.829,-0.501,-0.339,-0.011,0.577,4.599,1.222,58.311,0.476
0.083,9.717,0.203,-0.300,-10.017,8.875,8.920,0.046,8.852,8.897,7.182,20.612,3.629,0.044,0.603,-0.536,-0.702,-0.585,-0.177,-0.061,0.287,5.496,1.186,24.357,0.470
0.085,10.190,0.200,-0.518,-10.708,8.944,8.965,0.021,8.984,8.904,7.230,20.770,4.094,0.071,0.437,-0.529,-0.766,-0.414,-0.418,-0.067,0.551,4.968,1.243,89.796,1.123
0.072,10.283,0.195,-0.530,-10.813,9.075,9.158,0.083,9.168,8.983,7.395,20.513,4.762,0.093,0.110,-0.456,-0.787,-0.060,-0.608,0.119,0.810,2.209,1.385,123.643,1.014
0.115,10.329,0.170,-0.159,-10.488,8.923,8.990,0.067,8.932,8.915,7.264,20.784,4.217,0.069,0.509,-0.518,-0.689,-0.474,-0.212,0.003,0.587,5.195,1.226,85.647,0.980
0.086,10.984,0.203,0.149,-10.835,8.950,9.108,0.158,8.886,9.013,7.319,19.917,5.464,0.056,0.564,-0.432,-0.670,-0.429,-0.061,0.180,0.629,4.649,1.414,151.633,1.745
0.148,10.435,0.175,0.513,-9.922,8.948,9.068,0.120,8.935,8.961,7.048,20.627,4.870,0.058,0.505,-0.475,-0.936,-0.460,-0.426,0.050,0.341,1.864,1.286,132.600,0.479
0.085,10.378,0.197,-0.098,-10.476,9.033,9.185,0.151,9.099,8.968,7.209,20.138,4.233,0.041,0.248,-0.469,-0.910,-0.194,-0.547,0.168,0.458,5.820,1.282,113.992,1.117
0.190,11.124,0.239,0.320,-10.804,8.920,9.147,0.227,8.920,0.000,7.339,20.725,4.391,0.122,0.524,-0.346,-0.724,-0.321,-0.203,0.200,0.735,2.361,1.453,180.915,0.947
0.159,10.651,0.204,0.636,-10.016,8.995,9.125,0.129,8.971,9.020,7.175,20.011,4.382,0.036,0.456,-0.426,-0.864,-0.353,-0.380,0.130,0.353,4.993,1.257,76.068,0.583
0.153,10.253,0.310,0.659,-9.594,8.988,9.122,0.134,8.990,8.987,7.174,20.688,4.613,0.035,0.428,-0.453,-0.868,-0.349,-0.395,0.123,0.227,2.852,1.148,64.949,1.203
0.188,11.069,0.199,0.607,-10.462,9.122,9.278,0.156,9.199,9.045,7.550,20.360,4.956,0.077,0.041,-0.407,-0.711,0.069,-0.440,0.340,0.845,4.219,1.229,105.187,1.375
0.118,10.404,0.207,0.193,-10.211,9.137,9.272,0.135,9.137,0.000,7.166,20.389,4.243,0.038,0.174,-0.366,-1.001,-0.034,-0.715,0.251,0.357,3.655,1.192,100.950,0.946
0.150,10.962,0.203,0.208,-10.754,8.963,9.204,0.240,8.982,8.945,7.052,20.315,5.238,0.127,0.440,-0.490,-0.960,-0.414,-0.286,0.261,0.882,3.926,1.387,157.402,0.785
0.117,11.093,0.200,0.180,-10.913,8.790,9.146,0.356,8.790,0.000,6.802,19.982,5.949,0.161,0.665,-0.371,-1.215,-0.535,-0.565,0.115,1.296,1.804,1.423,189.628,0.708
0.087,10.009,0.164,-0.606,-10.615,8.870,8.949,0.079,8.839,8.902,7.030,21.006,4.269,0.090,0.617,-0.532,-0.850,-0.623,-0.281,-0.054,0.805,4.093,1.261,67.963,0.281
0.091,10.494,0.184,0.153,-10.341,9.043,9.261,0.218,9.130,8.955,6.859,19.581,4.678,0.038,0.187,-0.481,-1.333,-0.158,-1.012,0.163,0.682,4.784,1.246,66.312,0.494
0.119,10.324,0.174,-0.202,-10.526,8.983,9.002,0.019,9.075,8.891,7.562,21.149,4.148,0.084,0.290,-0.543,-0.592,-0.253,-0.351,-0.012,0.388,4.437,1.225,88.422,0.574
0.074,9.045,0.363,-0.770,-9.815,8.533,8.423,-0.109,8.536,8.530,7.457,21.045,2.801,0.035,0.836,-0.975,-0.124,-1.052,0.534,-0.394,0.170,4.350,1.109,48.794,-0.340
0.086,10.001,0.267,0.122,-9.879,8.921,9.084,0.163,8.851,8.992,6.984,20.491,4.613,0.035,0.604,-0.449,-0.961,-0.538,-0.332,0.091,0.309,4.194,1.156,109.655,1.575
0.107,10.028,0.204,-0.167,-10.195,8.845,8.877,0.032,8.842,8.848,7.314,20.623,3.465,0.034,0.613,-0.588,-0.553,-0.605,-0.019,-0.072,0.335,5.872,1.126,56.360,1.082
0.074,9.922,0.177,-0.645,-10.567,9.012,9.038,0.027,9.043,8.980,7.237,20.621,3.980,0.063,0.345,-0.458,-0.843,-0.273,-0.592,-0.022,0.594,2.489,1.307,86.153,0.576
0.098,10.160,0.184,-0.236,-10.395,9.054,9.209,0.155,9.073,9.036,7.104,20.729,4.623,0.064,0.295,-0.414,-1.014,-0.206,-0.623,0.185,0.663,4.294,1.220,52.662,0.944
0.085,10.318,0.188,-0.100,-10.418,8.993,9.095,0.102,8.968,9.018,7.185,20.626,5.032,0.056,0.460,-0.428,-0.856,-0.349,-0.424,0.083,0.432,3.729,1.298,115.281,1.680
0.196,10.819,0.173,0.397,-10.423,9.019,9.087,0.068,9.037,9.000,7.226,20.693,4.359,0.075,0.355,-0.442,-0.854,-0.275,-0.529,0.050,0.639,5.740,1.285,100.532,1.855
0.107,10.755,0.224,-0.044,-10.799,9.056,9.184,0.128,9.073,9.039,7.317,20.065,4.763,0.082,0.294,-0.412,-0.815,-0.167,-0.460,0.188,0.676,0.906,1.424,152.347,1.307
0.072,9.552,0.141,-0.703,-10.255,8.718,8.627,-0.091,8.701,8.736,7.221,20.780,3.257,0.039,0.738,-0.717,-0.488,-0.843,0.064,-0.290,0.414,7.226,1.228,72.245,1.758
0.095,10.513,0.185,-0.137,-10.651,8.931,9.022,0.090,8.885,8.978,7.233,20.311,4.355,0.056,0.566,-0.461,-0.720,-0.473,-0.204,0.043,0.532,5.569,1.210,115.920,1.123
0.093,10.261,0.166,-0.723,-10.984,8.861,8.864,0.003,8.844,8.878,7.069,20.621,3.668,0.100,0.612,-0.556,-0.802,-0.628,-0.318,-0.144,1.286,3.613,1.254,70.499,0.726
0.096,10.134,0.192,-0.211,-10.345,9.011,9.126,0.114,9.022,9.000,7.122,20.660,4.662,0.071,0.379,-0.441,-0.942,-0.313,-0.532,0.097,0.610,3.870,1.193,79.571,0.770
0.115,10.527,0.194,0.408,-10.118,8.989,9.081,0.093,8.976,9.001,7.471,20.159,4.527,0.032,0.449,-0.441,-0.619,-0.312,-0.188,0.119,0.440,7.122,1.209,94.465,1.922
0.099,10.203,0.188,-0.302,-10.505,8.937,9.153,0.216,8.870,9.004,6.984,20.934,5.585,0.142,0.584,-0.438,-0.980,-0.510,-0.281,0.189,0.772,5.869,1.427,0.000,0.386
0.255,11.392,0.346,1.304,-10.088,9.062,9.272,0.210,9.062,9.062,7.100,20.304,5.794,0.042,0.314,-0.396,-1.019,-0.206,-0.503,0.311,0.503,5.238,1.233,158.469,1.462
0.097,10.018,0.151,-0.708,-10.727,8.887,8.869,-0.018,8.889,8.884,7.145,20.743,3.206,0.059,0.561,-0.549,-0.761,-0.558,-0.349,-0.145,0.790,6.001,1.215,66.155,1.916
0.146,10.820,0.198,0.465,-10.355,8.997,9.212,0.215,8.969,9.026,6.854,20.475,5.904,0.124,0.459,-0.421,-1.240,-0.384,-0.680,0.175,0.530,4.714,1.587,191.272,1.297
0.096,10.583,0.221,-0.311,-10.894,8.850,8.830,-0.020,8.845,8.855,7.392,21.485,4.768,0.085,0.610,-0.580,-0.510,-0.568,-0.069,-0.127,0.367,0.919,1.343,88.096,2.338
0.131,11.045,0.205,0.622,-10.423,8.956,9.096,0.140,8.897,9.015,7.099,20.210,5.414,0.044,0.552,-0.430,-0.875,-0.467,-0.294,0.114,0.414,3.687,1.332,135.504,1.385
0.088,9.904,0.176,-0.675,-10.579,8.990,9.035,0.045,9.011,8.968,7.147,20.975,3.482,0.060,0.396,-0.469,-0.899,-0.342,-0.581,-0.024,0.446,2.599,1.392,94.076,0.621
0.118,10.235,0.207,0.446,-9.788,8.931,9.043,0.112,8.912,8.951,7.136,20.139,4.541,0.030,0.534,-0.484,-0.824,-0.481,-0.295,0.049,0.431,7.088,1.126,89.727,2.058
0.089,10.405,0.188,-0.205,-10.609,9.095,9.308,0.213,9.159,9.031,7.002,19.958,4.587,0.077,0.129,-0.418,-1.179,-0.081,-0.820,0.278,0.881,3.296,1.301,68.418,1.041
0.095,10.230,0.223,-0.064,-10.294,8.980,9.129,0.150,8.959,9.000,6.979,20.703,5.163,0.070,0.472,-0.442,-1.059,-0.406,-0.558,0.095,0.744,6.173,1.203,88.416,1.605
0.118,10.808,0.204,0.475,-10.333,8.932,9.150,0.218,8.932,0.000,7.078,20.064,6.075,0.075,0.508,-0.382,-0.954,-0.376,-0.427,0.151,0.835,4.048,1.433,138.934,0.916
0.117,10.100,0.171,-0.203,-10.303,8.866,8.816,-0.050,8.867,8.864,7.112,20.782,3.636,0.053,0.586,-0.570,-0.761,-0.617,-0.337,-0.193,0.507,5.977,1.199,0.000,2.085
0.096,10.570,0.192,-0.426,-10.996,9.021,9.328,0.307,9.021,0.000,6.862,20.289,4.544,0.114,0.382,-0.347,-1.322,-0.185,-0.829,0.307,0.867,0.935,1.460,72.596,0.660
0.099,10.694,0.190,-0.023,-10.717,9.055,9.177,0.122,9.055,0.000,7.242,19.788,4.108,0.053,0.326,-0.351,-0.896,-0.146,-0.605,0.144,0.655,4.200,1.312,102.069,0.801
0.099,9.674,0.211,-0.010,-9.685,8.675,8.580,-0.094,8.694,8.655,7.291,20.377,3.259,0.024,0.743,-0.817,-0.373,-0.907,0.231,-0.303,0.278,6.080,1.073,79.253,0.808
0.131,10.949,0.213,0.441,-10.507,9.138,9.258,0.120,9.138,0.000,7.686,20.506,5.883,0.073,0.173,-0.376,-0.632,0.027,-0.318,0.341,0.692,3.777,1.334,91.817,1.756
0.097,10.158,0.184,-0.133,-10.291,8.973,9.059,0.086,9.006,8.940,7.158,20.420,3.596,0.032,0.404,-0.494,-0.874,-0.368,-0.478,0.028,0.417,4.856,1.172,38.328,0.805
0.119,10.608,0.197,-0.155,-10.763,9.068,9.227,0.159,9.068,0.000,7.236,20.251,4.657,0.106,0.303,-0.297,-0.926,-0.071,-0.652,0.203,1.346,1.230,1.454,105.913,0.503
0.228,10.889,0.186,0.675,-10.214,8.996,9.108,0.112,9.055,8.937,7.151,20.505,4.757,0.069,0.326,-0.497,-0.913,-0.310,-0.526,0.077,0.805,5.497,1.313,131.217,0.724
0.098,10.625,0.208,0.077,-10.547,8.999,9.099,0.100,9.006,8.991,7.466,20.456,6.610,0.120,0.404,-0.449,-0.634,-0.294,-0.203,0.137,1.007,3.289,1.301,112.438,1.501
0.072,10.266,0.195,0.119,-10.147,9.048,9.257,0.209,9.048,0.000,7.324,19.802,4.536,0.028,0.337,-0.302,-0.829,-0.100,-0.418,0.311,0.351,5.253,1.250,95.205,1.397
0.072,9.886,0.225,-0.192,-10.078,8.985,9.096,0.110,9.037,8.934,7.223,20.688,4.084,0.032,0.356,-0.500,-0.834,-0.319,-0.432,0.083,0.211,4.300,1.230,12.659,1.753
0.085,9.996,0.167,-0.865,-10.860,9.010,9.070,0.061,9.033,8.987,7.208,21.097,3.688,0.095,0.363,-0.453,-0.855,-0.308,-0.514,0.034,0.587,4.863,1.346,56.998,0.343
0.087,10.304,0.196,-0.262,-10.566,8.963,9.115,0.152,8.889,9.037,7.012,20.713,4.593,0.067,0.561,-0.413,-0.974,-0.465,-0.395,0.115,0.574,4.319,1.409,123.045,1.753
0.118,10.192,0.170,-0.519,-10.711,8.992,9.091,0.099,9.068,8.916,7.239,21.623,3.987,0.115,0.304,-0.518,-0.849,-0.256,-0.541,0.052,0.732,7.525,1.398,66.600,2.000
0.121,10.642,0.200,-0.067,-10.709,9.080,9.230,0.149,9.080,0.000,7.407,20.339,4.803,0.103,0.282,-0.384,-0.752,-0.144,-0.313,0.294,1.024,2.961,1.441,103.646,1.013
0.131,10.572,0.198,-0.297,-10.869,9.042,9.179,0.138,9.042,0.000,7.522,20.396,3.589,0.086,0.347,-0.332,-0.675,-0.127,-0.336,0.212,0.645,-0.083,1.392,144.991,0.934
0.128,10.558,0.178,-0.255,-10.813,9.061,9.151,0.089,9.085,9.038,7.655,20.627,4.116,0.094,0.273,-0.413,-0.607,-0.097,-0.338,0.172,1.118,4.137,1.307,105.084,0.949
0.072,9.633,0.190,-0.132,-9.765,8.760,8.755,-0.004,8.742,8.778,7.226,20.543,3.816,0.025,0.707,-0.668,-0.528,-0.774,0.076,-0.170,0.219,5.410,1.146,86.987,1.162
0.130,10.534,0.192,0.119,-10.416,9.019,9.148,0.129,8.979,9.059,7.352,20.542,4.751,0.075,0.445,-0.398,-0.732,-0.288,-0.256,0.188,0.668,2.933,1.292,156.129,1.321
0.152,10.593,0.219,-0.043,-10.636,9.008,9.202,0.194,9.008,0.000,7.255,20.771,4.570,0.122,0.401,-0.377,-0.838,-0.244,-0.354,0.241,0.590,4.745,1.429,87.577,0.908
0.095,10.256,0.146,-0.318,-10.574,8.932,8.979,0.047,8.917,8.947,7.179,20.195,3.759,0.052,0.528,-0.488,-0.781,-0.474,-0.345,-0.037,0.664,4.554,1.280,0.000,0.510
0.113,10.519,0.191,0.114,-10.405,8.980,9.114,0.134,8.978,8.982,7.156,20.308,5.142,0.080,0.446,-0.456,-0.880,-0.360,-0.410,0.110,0.720,3.520,1.328,79.960,0.905
0.083,10.894,0.181,0.329,-10.566,9.040,9.283,0.243,9.040,0.000,7.203,18.960,4.834,0.035,0.351,-0.269,-0.948,-0.104,-0.520,0.324,0.820,5.033,1.291,189.041,1.349
0.095,10.279,0.198,-0.699,-10.978,9.055,9.174,0.118,9.158,8.953,7.761,20.456,3.475,0.080,0.131,-0.482,-0.592,-0.010,-0.393,0.190,1.093,0.847,1.356,74.635,0.728
0.080,10.175,0.229,0.064,-10.111,8.994,9.140,0.146,9.029,8.959,7.032,20.424,4.261,0.019,0.368,-0.477,-1.031,-0.340,-0.590,0.101,0.263,4.575,1.161,96.054,1.457
0.096,10.050,0.177,0.007,-10.042,8.892,8.944,0.052,8.870,8.914,7.063,20.374,4.111,0.023,0.584,-0.520,-0.844,-0.575,-0.340,-0.071,0.387,5.187,1.179,88.791,1.680
0.116,10.731,0.195,0.116,-10.615,8.985,9.164,0.179,8.997,8.973,6.977,20.266,5.236,0.053,0.419,-0.464,-1.080,-0.379,-0.565,0.137,0.753,3.969,1.353,119.407,1.323
0.085,9.765,0.193,0.061,-9.705,8.855,8.878,0.022,8.849,8.862,7.267,20.290,4.010,0.018,0.606,-0.573,-0.599,-0.597,-0.086,-0.084,0.299,6.220,1.161,82.794,1.488
0.083,10.153,0.171,-0.276,-10.429,8.930,9.031,0.101,8.865,8.994,7.180,20.521,4.181,0.031,0.589,-0.446,-0.770,-0.488,-0.235,0.047,0.457,4.923,1.283,79.023,1.332
0.094,9.910,0.190,-0.886,-10.795,8.853,8.813,-0.040,8.856,8.850,7.126,21.511,3.375,0.057,0.599,-0.586,-0.733,-0.636,-0.283,-0.185,0.631,4.841,1.188,45.501,1.997
0.121,10.382,0.184,-0.178,-10.560,9.045,9.181,0.135,9.058,9.033,7.264,20.398,4.091,0.042,0.320,-0.416,-0.850,-0.209,-0.457,0.184,0.816,3.044,1.300,66.197,0.519
0.092,10.208,0.171,-0.546,-10.754,8.970,9.040,0.070,8.903,9.037,7.166,20.695,4.151,0.054,0.545,-0.413,-0.834,-0.419,-0.391,0.024,0.801,3.229,1.331,56.231,0.653
0.083,10.748,0.212,0.155,-10.592,8.893,9.247,0.354,8.893,0.000,6.985,20.053,6.975,0.061,0.557,-0.292,-1.087,-0.351,-0.452,0.284,1.104,1.881,1.432,124.191,1.486
0.128,10.550,0.194,-0.074,-10.623,9.001,9.150,0.149,9.007,8.995,7.260,21.203,5.043,0.067,0.404,-0.446,-0.811,-0.285,-0.359,0.166,0.677,4.433,1.278,74.286,1.020
0.095,10.337,0.178,-0.385,-10.722,8.968,9.074,0.107,8.968,0.000,7.232,20.780,4.398,0.048,0.460,-0.361,-0.837,-0.295,-0.501,0.041,0.668,2.614,1.345,78.057,0.808
0.095,10.532,0.191,-0.293,-10.825,9.001,9.164,0.163,9.041,8.961,7.254,20.421,4.624,0.050,0.349,-0.475,-0.818,-0.285,-0.344,0.188,0.841,2.603,1.376,83.144,0.646
0.096,10.379,0.197,-0.193,-10.572,8.850,8.907,0.057,8.744,8.956,7.037,20.454,4.347,0.042,0.705,-0.480,-0.825,-0.648,-0.270,-0.093,0.503,3.510,1.286,127.897,1.386
0.097,10.311,0.175,-0.081,-10.392,8.935,9.001,0.066,8.955,8.915,7.114,20.196,3.831,0.023,0.478,-0.519,-0.859,-0.466,-0.424,-0.031,0.461,4.844,1.169,90.604,0.539
0.113,10.551,0.921,-0.265,-10.815,9.054,9.181,0.127,9.044,9.064,7.216,20.666,4.053,0.045,0.344,-0.394,-0.888,-0.224,-0.487,0.178,0.648,4.784,1.208,44.661,1.246
0.139,10.741,0.195,-0.037,-10.779,8.999,9.153,0.154,8.995,9.002,7.106,20.818,4.860,0.068,0.421,-0.440,-0.943,-0.342,-0.452,0.149,1.015,-0.489,1.307,93.915,1.013
0.138,10.998,0.196,0.239,-10.759,8.887,9.227,0.340,8.887,0.000,7.099,20.206,6.037,0.081,0.564,-0.329,-0.946,-0.351,-0.302,0.293,1.358,2.051,1.446,131.024,0.839
0.236,10.074,0.241,0.513,-9.561,8.837,8.973,0.136,8.720,8.953,7.083,22.141,4.638,0.054,0.724,-0.483,-0.764,-0.664,-0.090,0.009,0.203,7.862,1.144,0.000,1.889
0.137,10.599,0.197,0.172,-10.427,9.044,9.194,0.150,9.129,8.958,7.315,19.954,4.532,0.034,0.189,-0.478,-0.834,-0.109,-0.542,0.183,0.836,2.761,1.372,95.707,0.673
0.087,10.369,0.185,-0.433,-10.803,8.987,9.048,0.061,8.991,8.983,7.183,20.535,4.680,0.052,0.428,-0.455,-0.859,-0.348,-0.501,0.009,0.927,3.667,1.353,86.751,1.109
0.135,10.749,0.218,0.063,-10.686,8.990,9.214,0.225,8.990,0.000,7.195,20.540,5.409,0.076,0.429,-0.361,-0.890,-0.265,-0.370,0.255,1.161,2.735,1.428,139.591,1.746
0.095,9.516,0.309,-0.172,-9.688,8.685,8.626,-0.059,8.694,8.676,7.294,21.145,3.510,0.017,0.743,-0.791,-0.384,-0.887,0.243,-0.260,0.200,6.023,1.102,69.580,0.955
0.075,9.789,0.199,-0.787,-10.575,8.936,9.007,0.071,8.920,8.952,7.089,21.156,3.643,0.035,0.524,-0.483,-0.880,-0.477,-0.427,-0.024,0.375,4.171,1.238,78.323,1.167
